;id;name;reaction_string
168;AACPS5;Acyl-[acyl-carrier-protein] synthetase  (n-C18:1); 1:ACP_c +  1:atp_c +  1:ocdcea_c-> 1:amp_c +  1:octeACP_c +  1:ppi_c
169;AACPS6;Acyl-[acyl-carrier-protein] synthetase  (n-C18:0); 1:ACP_c +  1:atp_c +  1:ocdca_c-> 1:amp_c +  1:ocdcaACP_c +  1:ppi_c
170;AACPS7;Acyl-[acyl-carrier-protein] synthetase  (n-C12:0); 1:ACP_c +  1:atp_c +  1:ddca_c-> 1:amp_c +  1:ddcaACP_c +  1:ppi_c
171;AGPAT181;1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1); 1:1odec11eg3p_c +  1:octeACP_c-> 1:ACP_c +  1:pa181_c
172;AGPR;N-acetyl-g-glutamyl-phosphate reductase; 1:acg5sa_c +  1:nadp_c +  1:pi_c-> 1:acg5p_c +  1:h_c +  1:nadph_c
173;AGt3;Silver transport out via proton antiport; 1:ag_c +  1:h_e-> 1:ag_e +  1:h_c
174;AHCYSNS;S-adenosylhomocysteine nucleosidase; 1:ahcys_c +  1:h2o_c-> 1:ade_c +  1:rhcys_c
175;AICART;Phosphoribosylaminoimidazolecarboxamide formyltransferase; 1:10fthf_c +  1:aicar_c-> 1:fprica_c +  1:thf_c
176;AACPS8;Acyl-[acyl-carrier-protein] synthetase  (n-C10:0); 1:ACP_c +  1:atp_c +  1:dca_c-> 1:amp_c +  1:dcaACP_c +  1:ppi_c
177;AACPS9;Acyl-[acyl-carrier-protein] synthetase  (n-C8:0); 1:ACP_c +  1:atp_c +  1:octa_c-> 1:amp_c +  1:ocACP_c +  1:ppi_c
178;ACGAtex;N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm); 1:acgam_e-> 1:acgam_p
179;AACTOOR;Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing); 1:aact_c +  1:h2o_c +  1:o2_c-> 1:h2o2_c +  1:mthgxl_c +  1:nh4_c
180;AADDGT;DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase; 1:dtdp4aaddg_c +  1:unagamu_c-> 1:dtdp_c +  1:h_c +  1:unagamuf_c
181;AAMYL;Alpha-amylase; 1:14glucan_c-> 1:malthx_c
182;AIRC2;Phosphoribosylaminoimidazole carboxylase; 1:air_c +  1:atp_c +  1:hco3_c-> 1:5caiz_c +  1:adp_c +  1:h_c +  1:pi_c
183;AIRC3;Phosphoribosylaminoimidazole carboxylase (mutase rxn); 1:5aizc_c-> 1:5caiz_c
184;AKGDH;2-Oxogluterate dehydrogenase; 1:akg_c +  1:coa_c +  1:nad_c-> 1:co2_c +  1:nadh_c +  1:succoa_c
185;AKGt2rpp;2-oxoglutarate reversible transport via symport (periplasm); 1:akg_p +  1:h_p-> 1:akg_c +  1:h_c
186;AAMYLpp;Alpha-amylase (periplasm); 1:14glucan_p-> 1:malthx_p
187;ACGK;Acetylglutamate kinase; 1:acglu_c +  1:atp_c-> 1:acg5p_c +  1:adp_c
188;AB6PGH;Arbutin 6-phosphate glucohydrolase; 1:arbt6p_c +  1:h2o_c-> 1:g6p_c +  1:hqn_c
189;ABTA;4-aminobutyrate transaminase; 1:4abut_c +  1:akg_c-> 1:glu__L_c +  1:sucsal_c
190;AKGtex;Alpha-ketoglutarate transport via diffusion (extracellular to periplasm); 1:akg_e-> 1:akg_p
191;ALAALAD;D-alanine-D-alanine dipeptidase; 1:alaala_c +  1:h2o_c-> 2:ala__D_c
192;ABUTD;Aminobutyraldehyde dehydrogenase; 1:4abutn_c +  1:h2o_c +  1:nad_c-> 1:4abut_c +  2:h_c +  1:nadh_c
193;ACGS;N-acetylglutamate synthase; 1:accoa_c +  1:glu__L_c-> 1:acglu_c +  1:coa_c +  1:h_c
194;ABUTt2pp;4-aminobutyrate transport in via proton symport (periplasm); 1:4abut_p +  1:h_p-> 1:4abut_c +  1:h_c
195;ABUTtex;4-aminobutyrate transport via diffusion (extracellular to periplasm); 1:4abut_e-> 1:4abut_p
196;ALAALAabcpp;D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm); 1:alaala_p +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:alaala_c +  1:h_c +  1:pi_c
197;ALAALAr;D-alanine-D-alanine ligase (reversible); 2:ala__D_c +  1:atp_c-> 1:adp_c +  1:alaala_c +  1:h_c +  1:pi_c
198;ACACCT;Acetyl-CoA:acetoacetyl-CoA transferase; 1:acac_c +  1:accoa_c-> 1:aacoa_c +  1:ac_c
199;ALAALAtex;D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm); 1:alaala_e-> 1:alaala_p
200;ACACT1r;Acetyl-CoA C-acetyltransferase; 2:accoa_c-> 1:aacoa_c +  1:coa_c
201;ACHBS;2-aceto-2-hydroxybutanoate synthase; 1:2obut_c +  1:h_c +  1:pyr_c-> 1:2ahbut_c +  1:co2_c
202;ACACt2pp;Acetoacetate transport via proton symport  (periplasm); 1:acac_p +  1:h_p-> 1:acac_c +  1:h_c
203;ACACtex;Acetoacetate transport via diffusion (extracellular to periplasm); 1:acac_e-> 1:acac_p
204;ACALD;Acetaldehyde dehydrogenase (acetylating); 1:acald_c +  1:coa_c +  1:nad_c-> 1:accoa_c +  1:h_c +  1:nadh_c
205;AMPtex;AMP transport via diffusion (extracellular to periplasm); 1:amp_e-> 1:amp_p
206;ALAGLUE;L-alanyl-gamma-glutamate epimerase; 1:LalaDglu_c-> 1:LalaLglu_c
207;ALAR;Alanine racemase; 1:ala__L_c-> 1:ala__D_c
208;ALATA_D2;D-alanine transaminase; 1:ala__D_c +  1:pydx5p_c-> 1:pyam5p_c +  1:pyr_c
209;ALATA_L;L-alanine transaminase; 1:akg_c +  1:ala__L_c-> 1:glu__L_c +  1:pyr_c
210;ALATA_L2;Alanine transaminase; 1:ala__L_c +  1:pydx5p_c-> 1:pyam5p_c +  1:pyr_c
211;ALATRS;Alanyl-tRNA synthetase; 1:ala__L_c +  1:atp_c +  1:trnaala_c-> 1:alatrna_c +  1:amp_c +  1:ppi_c
212;ANHGMtex;GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm); 1:anhgm_e-> 1:anhgm_p
213;ACKr;Acetate kinase; 1:ac_c +  1:atp_c-> 1:actp_c +  1:adp_c
214;ANHMK;1,6-anhydrous-N-Acetylmuramate kinase; 1:anhm_c +  1:atp_c +  1:h2o_c-> 1:acmum6p_c +  1:adp_c +  1:h_c
215;ANPRT;Anthranilate phosphoribosyltransferase; 1:anth_c +  1:prpp_c-> 1:ppi_c +  1:pran_c
216;ANS;Anthranilate synthase; 1:chor_c +  1:gln__L_c-> 1:anth_c +  1:glu__L_c +  1:h_c +  1:pyr_c
217;ALAabcpp;L-alanine transport via ABC system (periplasm); 1:ala__L_p +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:ala__L_c +  1:h_c +  1:pi_c
218;ALAt2pp_copy1;L-alanine transport in via proton symport (periplasm); 1:ala__L_p +  1:h_p-> 1:ala__L_c +  1:h_c
219;ALAt4pp;L-alanine transport in via sodium symport (periplasm); 1:ala__L_p +  1:na1_p-> 1:ala__L_c +  1:na1_c
220;AOBUTDs;L-2-amino-3-oxobutanoate decarboxylation (spontaneous); 1:2aobut_c +  1:h_c-> 1:aact_c +  1:co2_c
221;ACLS;Acetolactate synthase; 1:h_c +  2:pyr_c-> 1:alac__S_c +  1:co2_c
222;ALAtex;L-alanine transport via diffusion (extracellular to periplasm); 1:ala__L_e-> 1:ala__L_p
223;ACM6PH;N-acetylmuramate 6-phosphate hydrolase; 1:acmum6p_c +  1:h2o_c-> 1:acgam6p_c +  1:lac__D_c
224;ALCD19;Alcohol dehydrogenase (glycerol); 1:glyald_c +  1:h_c +  1:nadh_c-> 1:glyc_c +  1:nad_c
225;ALCD2x;Alcohol dehydrogenase (ethanol); 1:etoh_c +  1:nad_c-> 1:acald_c +  1:h_c +  1:nadh_c
226;ACMAMUT;UDP-N-acetyl-D-mannosaminuronic acid transferase; 1:uacmamu_c +  1:unaga_c-> 1:h_c +  1:udp_c +  1:unagamu_c
227;ALDD19xr;Aldehyde dehydrogenase (phenylacetaldehyde, NAD); 1:h2o_c +  1:nad_c +  1:pacald_c-> 2:h_c +  1:nadh_c +  1:pac_c
228;AOXSr;8-amino-7-oxononanoate synthase; 1:ala__L_c +  1:h_c +  1:pmcoa_c-> 1:8aonn_c +  1:co2_c +  1:coa_c
229;AP4AH;Ap4A hydrolase; 1:ap4a_c +  1:h2o_c-> 2:adp_c +  2:h_c
230;ALDD2x;Aldehyde dehydrogenase (acetaldehyde, NAD); 1:acald_c +  1:h2o_c +  1:nad_c-> 1:ac_c +  2:h_c +  1:nadh_c
231;ACMANAptspp;N-acetyl-D-mannosamine transport via PTS  (periplasm); 1:acmana_p +  1:pep_c-> 1:acmanap_c +  1:pyr_c
232;ALDD2y;Aldehyde dehydrogenase (acetaldehyde, NADP); 1:acald_c +  1:h2o_c +  1:nadp_c-> 1:ac_c +  2:h_c +  1:nadph_c
233;AP5AH;Ap5A hydrolase; 1:ap5a_c +  1:h2o_c-> 1:adp_c +  1:atp_c +  2:h_c
234;APRAUR;5-amino-6-(5-phosphoribosylamino)uracil reductase; 1:5apru_c +  1:h_c +  1:nadph_c-> 1:5aprbu_c +  1:nadp_c
235;ALDD3y;Aldehyde dehydrogenase (propanal, NADP); 1:h2o_c +  1:nadp_c +  1:ppal_c-> 2:h_c +  1:nadph_c +  1:ppa_c
236;ARAI;L-arabinose isomerase; 1:arab__L_c-> 1:rbl__L_c
237;ALDD4;Aldehyde dehydrogenase (butanal, NAD); 1:btal_c +  1:h2o_c +  1:nad_c-> 1:but_c +  2:h_c +  1:nadh_c
238;ACMANAtex;N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm); 1:acmana_e-> 1:acmana_p
239;ALLK;Allose kinase; 1:all__D_c +  1:atp_c-> 1:adp_c +  1:all6p_c +  1:h_c
240;ARBTNR1;Aerobactin reductase; 2:arbtn_fe3_c +  1:fadh2_c-> 2:arbtn_c +  1:fad_c +  2:fe2_c +  2:h_c
241;ARBTNR2;Aerobactin reductase; 2:arbtn_fe3_c +  1:fmnh2_c-> 2:arbtn_c +  2:fe2_c +  1:fmn_c +  2:h_c
242;ARBTNR3;Aerobactin reductase; 2:arbtn_fe3_c +  1:rbflvrd_c-> 2:arbtn_c +  2:fe2_c +  2:h_c +  1:ribflv_c
243;ARBTNabcpp;Aerobactin transport via ABC system (periplasm); 1:arbtn_fe3_p +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:arbtn_fe3_c +  1:h_c +  1:pi_c
244;ARBTNexs;Aerobactin Fe-loading reaction (spontaneous); 1:arbtn_e +  1:fe3_e-> 1:arbtn_fe3_e
245;ALLPI;Allose 6-phosphate isomerase; 1:all6p_c-> 1:allul6p_c
246;ALLTAMH;Allantoate amidohydrolase; 1:alltt_c +  2:h2o_c +  2:h_c-> 1:co2_c +  2:nh4_c +  1:urdglyc_c
247;ALLTN;Allantoinase; 1:alltn_c +  1:h2o_c-> 1:alltt_c +  1:h_c
248;ALLTNt2rpp;Allantoin transport in via proton symport (periplasm); 1:alltn_p +  1:h_p-> 1:alltn_c +  1:h_c
249;ARBTNtex;Aerobactin secretion (to extracellular); 1:arbtn_p +  1:h_p-> 1:arbtn_e +  1:h_c
250;ALLTNtex;Allantoin transport via diffusion (extracellular to periplasm); 1:alltn_e-> 1:alltn_p
251;ACMUMptspp;N-acetylmuramate transport via PEP:Pyr PTS (periplasm); 1:acmum_p +  1:pep_c-> 1:acmum6p_c +  1:pyr_c
252;ALLULPE;Allulose 6-phosphate epimerase; 1:allul6p_c-> 1:f6p_c
253;ARBTNtonex;Aerobactin transport via ton system (extracellular); 1:arbtn_fe3_e +  1:h_p-> 1:arbtn_fe3_p +  1:h_c
254;ARBTNtpp;Aerobactin secretion (to periplasm); 1:arbtn_c +  1:h_p-> 1:arbtn_p +  1:h_c
255;ARBabcpp;L-arabinose transport via ABC system (periplasm); 1:arab__L_p +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:arab__L_c +  1:h_c +  1:pi_c
256;ACMUMtex;N-acetylmuramate transport via diffusion (extracellular to periplasm); 1:acmum_e-> 1:acmum_p
257;ARBt2rpp;L-arabinose transport via proton symport (periplasm); 1:arab__L_p +  1:h_p-> 1:arab__L_c +  1:h_c
258;ALLabcpp;D-allose transport via ABC system (periplasm); 1:all__D_p +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:all__D_c +  1:h_c +  1:pi_c
259;ALLtex;Allose transport via diffusion (extracellular to periplasm); 1:all__D_e-> 1:all__D_p
260;ARBt3ipp;L-arabinose transport via proton antiport (periplasm); 1:arab__L_c +  1:h_p-> 1:arab__L_p +  1:h_c
261;ARBtex;L-arabinose transport via diffusion (extracellular to periplasm); 1:arab__L_e-> 1:arab__L_p
262;ALPATE160pp;Apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm); 1:alpp_p +  1:pe160_p-> 1:2agpe160_p +  1:lpp_p
263;ACNAMt2pp;N-acetylneuraminate proton symport (periplasm); 1:acnam_p +  1:h_p-> 1:acnam_c +  1:h_c
264;ALPATG160pp;Apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm); 1:alpp_p +  1:pg160_p-> 1:2agpg160_p +  1:lpp_p
265;ACNAMtex;N-acetylneuraminate transport via diffusion (extracellular to periplasm); 1:acnam_e-> 1:acnam_p
266;ALR2;Aldose reductase (methylglyoxal); 1:h_c +  1:mthgxl_c +  1:nadph_c-> 1:acetol_c +  1:nadp_c
267;ALR4x;Aldose reductase (acetol); 1:acetol_c +  1:h_c +  1:nadh_c-> 1:12ppd__R_c +  1:nad_c
268;ACNML;N-Acetylneuraminate lyase; 1:acnam_c-> 1:acmana_c +  1:pyr_c
269;ALTRH;Altronate hydrolase; 1:altrn_c-> 1:2ddglcn_c +  1:h2o_c
270;AM3PA;Anhydrous-N-Acetylmuramyl-tripeptide amidase; 1:anhm3p_c +  1:h2o_c-> 1:LalaDgluMdap_c +  1:anhm_c
271;ACOAD1f;Acyl-CoA dehydrogenase (butanoyl-CoA); 1:btcoa_c +  1:fad_c-> 1:b2coa_c +  1:fadh2_c
272;AM4PA;Anhydrous-N-Acetylmuramyl-tetrapeptide amidase; 1:anhm4p_c +  1:h2o_c-> 1:LalaDgluMdapDala_c +  1:anhm_c
273;AM4PCP;Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase; 1:anhm4p_c +  1:h2o_c-> 1:ala__D_c +  1:anhm3p_c
274;ARGAGMt7pp;Arginine/agmatine antiport (periplasm); 1:agm_c +  1:arg__L_p-> 1:agm_p +  1:arg__L_c
275;ARGDC;Arginine decarboxylase; 1:arg__L_c +  1:h_c-> 1:agm_c +  1:co2_c
276;AMALT1;Amylomaltase (maltotriose); 1:malt_c +  1:malttr_c-> 1:glc__D_c +  1:maltttr_c
277;ACOAD2f;Acyl-CoA dehydrogenase (hexanoyl-CoA); 1:fad_c +  1:hxcoa_c-> 1:fadh2_c +  1:hx2coa_c
278;AMALT2;Amylomaltase (maltotetraose); 1:malt_c +  1:maltttr_c-> 1:glc__D_c +  1:maltpt_c
279;AMALT3;Amylomaltase (maltopentaose); 1:malt_c +  1:maltpt_c-> 1:glc__D_c +  1:malthx_c
280;AMALT4;Amylomaltase (maltohexaose); 1:malt_c +  1:malthx_c-> 1:glc__D_c +  1:malthp_c
281;AMANAPEr;N-acetylmannosamine 6-phosphate epimerase; 1:acmanap_c-> 1:acgam6p_c
282;AMANK;N-acetyl-D-mannosamine kinase; 1:acmana_c +  1:atp_c-> 1:acmanap_c +  1:adp_c +  1:h_c
283;AMAOTr;Adenosylmethionine-8-amino-7-oxononanoate transaminase; 1:8aonn_c +  1:amet_c-> 1:amob_c +  1:dann_c
284;ARGDCpp;Arginine decarboxylase; 1:arg__L_p +  1:h_p-> 1:agm_p +  1:co2_p
285;ARGORNt7pp;Arginine/ornithine antiporter (periplasm); 1:arg__L_p +  1:orn_c-> 1:arg__L_c +  1:orn_p
286;ARGSL;Argininosuccinate lyase; 1:argsuc_c-> 1:arg__L_c +  1:fum_c
287;ARGSS;Argininosuccinate synthase; 1:asp__L_c +  1:atp_c +  1:citr__L_c-> 1:amp_c +  1:argsuc_c +  1:h_c +  1:ppi_c
288;ARGTRS;Arginyl-tRNA synthetase; 1:arg__L_c +  1:atp_c +  1:trnaarg_c-> 1:amp_c +  1:argtrna_c +  1:ppi_c
289;ARGabcpp;L-arginine transport via ABC system (periplasm); 1:arg__L_p +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:arg__L_c +  1:h_c +  1:pi_c
290;ARGt3pp;L-arginine transport out via proton antiport (cytoplasm to periplasm); 1:arg__L_c +  1:h_p-> 1:arg__L_p +  1:h_c
291;ARGtex;L-arginine transport via diffusion (extracellular to periplasm); 1:arg__L_e-> 1:arg__L_p
292;ASAD;Aspartate-semialdehyde dehydrogenase; 1:aspsa_c +  1:nadp_c +  1:pi_c-> 1:4pasp_c +  1:h_c +  1:nadph_c
293;AMMQLT8;S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8); 1:2dmmql8_c +  1:amet_c-> 1:ahcys_c +  1:h_c +  1:mql8_c
294;AMPMS2;4-amino-2-methyl-5-phosphomethylpyrimidine synthetase; 1:air_c +  1:h2o_c +  1:nad_c-> 1:4ampm_c +  2:for_c +  3:h_c +  1:nadh_c
295;AMPN;AMP nucleosidase; 1:amp_c +  1:h2o_c-> 1:ade_c +  1:r5p_c
296;AMPTASECG;Alanyl aminopeptidase (cys-gly); 1:cgly_c +  1:h2o_c-> 1:cys__L_c +  1:gly_c
297;AMPTASEPG;Aminopeptidase (pro-gly); 1:h2o_c +  1:progly_c-> 1:gly_c +  1:pro__L_c
298;ASCBPL;L-ascorbate 6-phosphate lactonase; 1:ascb6p_c +  1:h2o_c-> 1:3dhgulnp_c +  1:h_c
299;ASCBptspp;L-ascorbate transport via PEP:Pyr PTS (periplasm); 1:ascb__L_p +  1:pep_c-> 1:ascb6p_c +  1:pyr_c
300;ASCBtex;L-ascorbate transport via diffusion (extracellular to periplasm); 1:ascb__L_e-> 1:ascb__L_p
301;ACOAD3f;Acyl-CoA dehydrogenase (octanoyl-CoA); 1:fad_c +  1:occoa_c-> 1:fadh2_c +  1:oc2coa_c
302;ASNN;L-asparaginase; 1:asn__L_c +  1:h2o_c-> 1:asp__L_c +  1:nh4_c
303;ASNNpp;L-asparaginase; 1:asn__L_p +  1:h2o_p-> 1:asp__L_p +  1:nh4_p
304;ASNS1;Asparagine synthase (glutamine-hydrolysing); 1:asp__L_c +  1:atp_c +  1:gln__L_c +  1:h2o_c-> 1:amp_c +  1:asn__L_c +  1:glu__L_c +  1:h_c +  1:ppi_c
305;ACOAD4f;Acyl-CoA dehydrogenase (decanoyl-CoA); 1:dcacoa_c +  1:fad_c-> 1:dc2coa_c +  1:fadh2_c
306;ASNS2;Asparagine synthetase; 1:asp__L_c +  1:atp_c +  1:nh4_c-> 1:amp_c +  1:asn__L_c +  1:h_c +  1:ppi_c
307;ASNTRS;Asparaginyl-tRNA synthetase; 1:asn__L_c +  1:atp_c +  1:trnaasn_c-> 1:amp_c +  1:asntrna_c +  1:ppi_c
308;ASNabcpp;L-asparagine transport via ABC system (periplasm); 1:asn__L_p +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:asn__L_c +  1:h_c +  1:pi_c
309;BSORx;Biotin sulfoxide reductase; 1:btnso_c +  1:h_c +  1:nadh_c-> 1:btn_c +  1:h2o_c +  1:nad_c
310;BSORy;Biotin sulfoxide reductase; 1:btnso_c +  1:h_c +  1:nadph_c-> 1:btn_c +  1:h2o_c +  1:nadp_c
311;ASNt2rpp;L-asparagine reversible transport via proton symport (periplasm); 1:asn__L_p +  1:h_p-> 1:asn__L_c +  1:h_c
312;ACOAD5f;Acyl-CoA dehydrogenase (dodecanoyl-CoA); 1:ddcacoa_c +  1:fad_c-> 1:dd2coa_c +  1:fadh2_c
313;ASNtex;L-asparagine transport via diffusion (extracellular to periplasm); 1:asn__L_e-> 1:asn__L_p
314;ASO3t8pp;Arsenite efflux via ATP hydrolysis (periplasm); 1:aso3_c +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:aso3_p +  1:h_c +  1:pi_c
315;BTS4;Biotin synthase; 1:amet_c +  1:dtbt_c +  1:s_c-> 1:btn_c +  1:dad_5_c +  1:h_c +  1:met__L_c
316;BUTCT;Acetyl-CoA:butyrate-CoA transferase; 1:accoa_c +  1:but_c-> 1:ac_c +  1:btcoa_c
317;BUTSO3abcpp;Butanesulfonate transport via ABC system (periplasm); 1:atp_c +  1:butso3_p +  1:h2o_c-> 1:adp_c +  1:butso3_c +  1:h_c +  1:pi_c
318;BUTSO3tex;Butanesulfonate transport via diffusion (extracellular to periplasm); 1:butso3_e-> 1:butso3_p
319;BUTt2rpp;Butyrate transport via proton symport, reversible (periplasm); 1:but_p +  1:h_p-> 1:but_c +  1:h_c
320;ASO3tex;Arsenite transport via diffusion (extracellular to periplasm); 1:aso3_e-> 1:aso3_p
321;ASP1DC;Aspartate 1-decarboxylase; 1:asp__L_c +  1:h_c-> 1:ala_B_c +  1:co2_c
322;ASPCT;Aspartate carbamoyltransferase; 1:asp__L_c +  1:cbp_c-> 1:cbasp_c +  1:h_c +  1:pi_c
323;ASPK;Aspartate kinase; 1:asp__L_c +  1:atp_c-> 1:4pasp_c +  1:adp_c
324;ASPO3;L-aspartate oxidase; 1:asp__L_c +  1:q8_c-> 1:h_c +  1:iasp_c +  1:q8h2_c
325;ASPO4;L-aspartate oxidase; 1:asp__L_c +  1:mqn8_c-> 1:h_c +  1:iasp_c +  1:mql8_c
326;BUTtex;Butyrate transport via diffusion (extracellular to periplasm); 1:but_e-> 1:but_p
327;ASPO5;L-aspartate oxidase; 1:asp__L_c +  1:fum_c-> 1:h_c +  1:iasp_c +  1:succ_c
328;ACOAD6f;Acyl-CoA dehydrogenase (tetradecanoyl-CoA); 1:fad_c +  1:tdcoa_c-> 1:fadh2_c +  1:td2coa_c
329;ASPO6;L-aspartate oxidase; 1:asp__L_c +  1:o2_c-> 1:h2o2_c +  1:h_c +  1:iasp_c
330;ASPT;L-aspartase; 1:asp__L_c-> 1:fum_c +  1:nh4_c
331;ACOAD7f;Acyl-CoA dehydrogenase (hexadecanoyl-CoA); 1:fad_c +  1:pmtcoa_c-> 1:fadh2_c +  1:hdd2coa_c
332;ASPTA;Aspartate transaminase; 1:akg_c +  1:asp__L_c-> 1:glu__L_c +  1:oaa_c
333;ASPTRS;Aspartyl-tRNA synthetase; 1:asp__L_c +  1:atp_c +  1:trnaasp_c-> 1:amp_c +  1:asptrna_c +  1:ppi_c
334;ASPabcpp;L-aspartate transport via ABC system (periplasm); 1:asp__L_p +  1:atp_c +  1:h2o_c-> 1:adp_c +  1:asp__L_c +  1:h_c +  1:pi_c
335;ACOAD8f;Acyl-CoA dehydrogenase (octadecanoyl-CoA); 1:fad_c +  1:stcoa_c-> 1:fadh2_c +  1:od2coa_c
336;ASPt2_2pp;Aspartate transport via proton symport (2 H) (periplasm); 1:asp__L_p +  2:h_p-> 1:asp__L_c +  2:h_c
337;CA2t3pp;Calcium (Ca+2) transport out via proton antiport (periplasm); 1:ca2_c +  1:h_p-> 1:ca2_p +  1:h_c
338;ACOATA;Acetyl-CoA ACP transacylase; 1:ACP_c +  1:accoa_c-> 1:acACP_c +  1:coa_c
339;ACODA;Acetylornithine deacetylase; 1:acorn_c +  1:h2o_c-> 1:ac_c +  1:orn_c
340;CA2tex;Calcium (Ca+2) transport via diffusion (extracellular to periplasm); 1:ca2_e-> 1:ca2_p
341;ASPt2_3pp;L-asparate transport via proton symport (3 H) (periplasm); 1:asp__L_p +  3:h_p-> 1:asp__L_c +  3:h_c
342;ASPt2pp_copy1;L-aspartate transport in via proton symport (periplasm); 1:asp__L_p +  1:h_p-> 1:asp__L_c +  1:h_c
343;CADVtpp;Lysine/Cadaverine antiporter (periplasm); 1:15dap_c +  1:h_p +  1:lys__L_p-> 1:15dap_p +  1:h_c +  1:lys__L_c
344;CAT;Catalase; 2:h2o2_c-> 2:h2o_c +  1:o2_c
345;ASPtex;L-aspartate transport via diffusion (extracellular to periplasm); 1:asp__L_e-> 1:asp__L_p
346;ACOLIPAtex;Arabinose modified core oligosaccharide lipid A transport via vector (periplasm to extracellular); 1:acolipa_p-> 1:acolipa_e
347;ASR;Arsenate reductase; 1:aso4_c +  2:gthrd_c-> 1:aso3_c +  1:gthox_c +  1:h2o_c
348;AST;Arginine succinyltransferase; 1:arg__L_c +  1:succoa_c-> 1:coa_c +  1:h_c +  1:sucarg_c
349;ATHRDHr;L-allo-threonine dehydrogenase; 1:athr__L_c +  1:nadp_c-> 1:2aobut_c +  1:h_c +  1:nadph_c
350;CAt6pp;Calcium / sodium antiporter (1:1); 1:ca2_c +  1:na1_p-> 1:ca2_p +  1:na1_c
351;CBIAT;Cobinamide adenyltransferase; 1:atp_c +  1:cbi_c +  1:h_c-> 1:adocbi_c +  1:pppi_c
352;CBItonex;Cobinamide transport via ton system (extermal); 1:cbi_e +  1:h_p-> 1:cbi_p +  1:h_c
353;CBIuabcpp;Cobinamide transport via ABC system (uptake, periplasm); 1:atp_c +  1:cbi_p +  1:h2o_c-> 1:adp_c +  1:cbi_c +  1:h_c +  1:pi_c
354;CBL1abcpp;Cob(1)alamin transport via ABC system (periplasm); 1:atp_c +  1:cbl1_p +  1:h2o_c-> 1:adp_c +  1:cbl1_c +  1:h_c +  1:pi_c
355;ATPHs;ATP amine hydrolysis (spontaneous); 1:atp_c +  1:h2o_c +  1:h_c-> 1:itp_c +  1:nh4_c
356;ATPM;ATP maintenance requirement; 1:atp_c +  1:h2o_c-> 1:adp_c +  1:h_c +  1:pi_c
357;ATPPRT;ATP phosphoribosyltransferase; 1:atp_c +  1:prpp_c-> 1:ppi_c +  1:prbatp_c
358;CBL1tonex;Cob(1)alamin transport via ton system (extermal); 1:cbl1_e +  1:h_p-> 1:cbl1_p +  1:h_c
359;CBLAT;Cob(I)alamin adenosyltransferase; 1:atp_c +  1:cbl1_c +  1:h_c-> 1:adocbl_c +  1:pppi_c
360;ATPS4rpp;ATP synthase (four protons for one ATP) (periplasm); 1:adp_c +  4:h_p +  1:pi_c-> 1:atp_c +  1:h2o_c +  3:h_c
361;ACONIs;Aconitate isomerase (spontaneous); 1:acon_T_c-> 1:acon_C_c
362;BALAt2pp;Beta-alanine transport in via proton symport (periplasm); 1:ala_B_p +  1:h_p-> 1:ala_B_c +  1:h_c
363;BALAtex;Beta-alanine transport via diffusion (extracellular to periplasm); 1:ala_B_e-> 1:ala_B_p
364;BETALDHx;Betaine-aldehyde dehydrogenase; 1:betald_c +  1:h2o_c +  1:nad_c-> 1:glyb_c +  2:h_c +  1:nadh_c
365;CBMKr;Carbamate kinase; 1:atp_c +  1:co2_c +  1:nh4_c-> 1:adp_c +  1:cbp_c +  2:h_c
366;CBPS;Carbamoyl-phosphate synthase (glutamine-hydrolysing); 2:atp_c +  1:gln__L_c +  1:h2o_c +  1:hco3_c-> 2:adp_c +  1:cbp_c +  1:glu__L_c +  2:h_c +  1:pi_c
367;CD2abcpp;Cadmium (Cd+2) ABC transporter (periplasm); 1:atp_c +  1:cd2_c +  1:h2o_c-> 1:adp_c +  1:cd2_p +  1:h_c +  1:pi_c
368;CD2t3pp;Cadmium (Cd+2) transport out via proton antiport (periplasm); 1:cd2_c +  1:h_p-> 1:cd2_p +  1:h_c
369;BETALDHy;Betaine-aldehyde dehydrogenase; 1:betald_c +  1:h2o_c +  1:nadp_c-> 1:glyb_c +  2:h_c +  1:nadph_c
